attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
0,1491576,0,-354,424117,14096,55107,58139,25616,10727,279642,51,0
0,1491576,0,2047,424117,14096,55107,58139,25616,10727,279642,51,0
0,1491576,0,624,424117,14096,55107,58139,25616,10727,279642,51,0
0,1491576,0,121,424117,14096,55107,58139,25616,10727,279642,51,0
0,1491576,0,56,424117,14096,55107,58139,25616,10727,279642,51,0
0,1491576,0,27,424117,14096,55107,58139,25616,10727,279642,51,0
0,1491576,0,-1765,424117,14096,55107,58139,25616,10727,279642,51,0
0,1491576,0,1890,424117,14096,55107,58139,25616,10727,279642,51,0
0,1404136,0,749,546928,437334,384234,98600,166982,59371,721321,51,0
0,1404136,0,132,546928,437334,384234,98600,166982,59371,721321,51,0
0,1404136,0,87,546928,437334,384234,98600,166982,59371,721321,51,0
0,1404136,0,66,546928,437334,384234,98600,166982,59371,721321,51,0
0,1404136,0,-2048,546928,437334,384234,98600,166982,59371,721321,51,0
0,1404136,0,-317,546928,437334,384234,98600,166982,59371,721321,51,0
0,1404136,0,1378,546928,437334,384234,98600,166982,59371,721321,51,0
0,1404136,0,982,546928,437334,384234,98600,166982,59371,721321,51,0
0,1404136,0,208,546928,437334,384234,98600,166982,59371,721321,51,0
0,1404136,0,-1233,546928,437334,384234,98600,166982,59371,721321,51,0
0,1134227,0,1284,61623,8611,12717,7712,13297,2997,15149,51,0
0,1134227,0,785,61623,8611,12717,7712,13297,2997,15149,51,0
0,1134227,0,147,61623,8611,12717,7712,13297,2997,15149,51,0
0,1134227,0,60,61623,8611,12717,7712,13297,2997,15149,51,0
0,1134227,0,-2048,61623,8611,12717,7712,13297,2997,15149,51,0
0,1134227,0,2047,61623,8611,12717,7712,13297,2997,15149,51,0
0,1134227,0,940,61623,8611,12717,7712,13297,2997,15149,51,0
0,1134227,0,171,61623,8611,12717,7712,13297,2997,15149,51,0
0,1134227,0,60,61623,8611,12717,7712,13297,2997,15149,51,0
0,1134227,0,51,61623,8611,12717,7712,13297,2997,15149,51,0
0,172234,0,55,18526,3674,1510,7577,10283,2821,12602,51,0
